시군구코드,지정년도,지정번호,신청일자,지정일자,취소일자,불가일자,업소명,소재지도로명,소재지지번,허가(신고)번호,업태명,주된음식,영업장면적(㎡),행정동명,급수시설구분
3200000,2001,0138,20010630,20010701,20030321,,황칠나라 풍년옥,서울특별시 관악구 관악로15길 9, 1층 (봉천동),서울특별시 관악구 봉천동  863번지 11호  지상1층,3200000-101-1999-00787,한식,돼지갈비,170.34,청룡동,상수도전용
3200000,2005,0358,20050614,20050630,20070727,,황칠나라 풍년옥,서울특별시 관악구 관악로15길 9, 1층 (봉천동),서울특별시 관악구 봉천동  863번지 11호  지상1층,3200000-101-1999-00787,한식,돼지갈비,170.34,청룡동,상수도전용
3200000,,,20090313,,,,황칠나라 풍년옥,서울특별시 관악구 관악로15길 9, 1층 (봉천동),서울특별시 관악구 봉천동  863번지 11호  지상1층,3200000-101-1999-00787,한식,,170.34,청룡동,상수도전용
3200000,,,20170920,,,,황칠나라 풍년옥,서울특별시 관악구 관악로15길 9, 1층 (봉천동),서울특별시 관악구 봉천동  863번지 11호  지상1층,3200000-101-1999-00787,한식,,170.34,청룡동,상수도전용
3200000,2005,0308,20050614,20050630,20070727,,왕실족발&보쌈,서울특별시 관악구 관천로24길 60, 지하1층 (신림동),서울특별시 관악구 신림동  1450번지 28호  ,3200000-101-2003-00387,한식,활어회,88.56,신림동,상수도전용
3200000,2018,66  ,20160920,20181109,,,농협안심한우마을,서울특별시 관악구 남부순환로 1369, 3층 (신림동),서울특별시 관악구 신림동  1668번지  지상3층,3200000-101-2009-00177,한식,,827.16,조원동,
3200000,,,20090313,,,,동경에서 만난 매운라멘과 돈카츠 신림점,서울특별시 관악구 신림로11길 18, (신림동,지상1층),서울특별시 관악구 신림동  241번지 43호  지상1층,3200000-101-2008-00014,한식,,44.97,대학동,
3200000,,,20130704,,,,동경에서 만난 매운라멘과 돈카츠 신림점,서울특별시 관악구 신림로11길 18, (신림동,지상1층),서울특별시 관악구 신림동  241번지 43호  지상1층,3200000-101-2008-00014,한식,,44.97,대학동,
3200000,,,20110711,,20111024,,인헌식당,서울특별시 관악구 봉천로 575, (봉천동,지상1층),서울특별시 관악구 봉천동  1660번지 11호  지상1층,3200000-101-2002-00354,한식,,66.45,낙성대동,
3200000,2018,46  ,20170920,20181109,,,뽕잎사랑뽕잎냉면버섯샤브칼국수,서울특별시 관악구 남부순환로 1915, 지상1층 (봉천동),서울특별시 관악구 봉천동  1685번지 21호  지상1층,3200000-101-2005-00382,한식,,135.58,행운동,
3200000,2021,11  ,20211031,20211115,,,전준수명품청기와감자탕 쑥고개점,서울특별시 관악구 신림로 206, 1층 (신림동),서울특별시 관악구 신림동  96번지 3호  ,3200000-101-2005-00542,정종/대포집/소주방,,82.50,서림동,상수도전용
3200000,2021,12  ,20211031,20211115,,,빠레뜨한남 샤로수길점,서울특별시 관악구 남부순환로230길 40, 1층 (봉천동),서울특별시 관악구 봉천동  1610번지 5호  ,3200000-101-2016-00270,경양식,,75.21,낙성대동,상수도전용
3200000,2021,9   ,20211031,20211115,,,정숙성,서울특별시 관악구 남부순환로226길 31, 1층 (봉천동),서울특별시 관악구 봉천동  1603번지 3호  ,3200000-101-2021-00062,한식,,189.81,낙성대동,상수도전용
3200000,2021,13  ,20211031,20211115,,,우리동네고기집,서울특별시 관악구 인헌6길 24, (봉천동,지상2층),서울특별시 관악구 봉천동  1636번지 21호  지상2층,3200000-101-2010-00522,한식,,132.00,인헌동,
3200000,2021,7   ,20211031,20211115,,,고봉밥이야기,서울특별시 관악구 법원단지3길 3, 1층 (신림동),서울특별시 관악구 신림동  608번지 44호  ,3200000-101-2016-00457,식육(숯불구이),,84.96,미성동,상수도전용
3200000,2021,4   ,20211031,20211115,,,숙성원 족발. 보쌈,서울특별시 관악구 남현1길 42, (남현동),서울특별시 관악구 남현동  1062번지 23호  ,3200000-101-1989-00206,한식,,128.92,남현동,상수도전용
3200000,2021,8   ,20211031,20211115,,,밀향기칼국수,서울특별시 관악구 봉천로 593, (봉천동),서울특별시 관악구 봉천동  1658번지 10호  ,3200000-101-2000-10423,분식,,56.52,인헌동,상수도전용
3200000,2021,10  ,20211031,20211115,,,은행나무집,서울특별시 관악구 관악로 104, 1층 (봉천동),서울특별시 관악구 봉천동  1594번지 1호  ,3200000-101-2016-00177,한식,,156.34,낙성대동,상수도전용
3200000,2021,6   ,20211031,20211115,,,홍주고깃간,서울특별시 관악구 남현1길 59, (남현동),서울특별시 관악구 남현동  1060번지 6호  ,3200000-101-2001-04526,기타,,74.05,남현동,상수도전용
3200000,2021,2   ,20211031,20211115,,,일구칠구 매운탕,서울특별시 관악구 난곡로66가길 6, 1층 (신림동),서울특별시 관악구 신림동  528번지 19호  ,3200000-101-2021-00242,한식,,100.77,신사동,상수도전용
3200000,2001,0067,20010630,20010701,20170317,,왕돈까스왕냉면 서울대역점,서울특별시 관악구 봉천로 474, (봉천동),서울특별시 관악구 봉천동  861번지 8호  ,3200000-101-1989-06988,한식,갈비탕,94.80,중앙동,간이상수도
3200000,,,20090313,,,,굿맘할매순대국 & 양선지해장국,서울특별시 관악구 봉천로 594, (봉천동),서울특별시 관악구 봉천동  1632번지 1호  ,3200000-101-2001-09538,한식,,78.20,인헌동,
3200000,2018,89  ,20120629,20181109,,,굿맘할매순대국 & 양선지해장국,서울특별시 관악구 봉천로 594, (봉천동),서울특별시 관악구 봉천동  1632번지 1호  ,3200000-101-2001-09538,한식,,78.20,인헌동,
3200000,,,20170920,,,,봉추찜닭,서울특별시 관악구 남부순환로 1592-6, 2층 (신림동),서울특별시 관악구 신림동  1639번지 50호  ,3200000-101-2012-00367,한식,,81.00,서원동,상수도전용
3200000,2018,56  ,20170920,20181109,,,풍무 양꼬치,서울특별시 관악구 시흥대로 572, 2층 (신림동),서울특별시 관악구 신림동  1643번지 6호  ,3200000-101-2011-00363,중국식,,363.40,조원동,
3200000,2005,0226,20050614,20050614,20060816,,차오멘짬뽕,서울특별시 관악구 봉천로 465, 1층 (봉천동),서울특별시 관악구 봉천동  871번지 65호  ,3200000-101-1994-00424,한식,와인삼겹살,52.03,중앙동,상수도전용
3200000,2018,76  ,20100401,20181109,20191111,,국가대패,서울특별시 관악구 신림동길 13, (신림동,지상1층),서울특별시 관악구 신림동  1432번지 162호  지상1층,3200000-101-2009-00127,한식,,130.00,신림동,
3200000,2001,0103,20010630,20010701,20041022,,영원참숯갈비,서울특별시 관악구 남부순환로181길 34, 1,2층 (신림동),서울특별시 관악구 신림동  1419번지 16호  ,3200000-101-1996-06232,한식,영원정식,307.57,신림동,상수도전용
3200000,2005,0343,20050614,20050630,20080725,,영원참숯갈비,서울특별시 관악구 남부순환로181길 34, 1,2층 (신림동),서울특별시 관악구 신림동  1419번지 16호  ,3200000-101-1996-06232,한식,영원정식,307.57,신림동,상수도전용
3200000,,,20150611,,20150619,,보쌈 주는 족발집,서울특별시 관악구 보라매로 17, (봉천동,735-1  지상1층),서울특별시 관악구 봉천동  702번지 102호  735-1  지상1층,3200000-101-2003-00169,한식,,82.00,보라매동,상수도전용
3200000,2017,588 ,20170920,20171106,20180412,,베트남쌀국수미스사이공,서울특별시 관악구 양녕로 46, 메카플러스 1층 108호 (봉천동),서울특별시 관악구 봉천동  463번지 4호  메카플러스,3200000-101-2016-00342,외국음식전문점(인도,태국등),닭한마리칼국수,24.52,중앙동,상수도전용
3200000,2018,90  ,20150902,20181109,,,돈파스팔레,서울특별시 관악구 남부순환로 1947, 1층 101,102호 (봉천동),서울특별시 관악구 봉천동  1688번지 127호  ,3200000-101-2011-00355,경양식,,66.00,행운동,
3200000,2021,3   ,20211031,20211115,,,서천아구대구뽈찜탕,서울특별시 관악구 남현1길 40, 유일빌딩 1층 (남현동),서울특별시 관악구 남현동  1062번지 1호  유일빌딩,3200000-101-2018-00279,한식,,91.60,남현동,
3200000,,,20130704,,,,이가소머리국밥,서울특별시 관악구 신림로7나길 32, (신림동),서울특별시 관악구 신림동  241번지 5호  ,3200000-101-2009-00524,한식,,66.85,대학동,
3200000,2005,0218,20050614,20050630,20170926,,힘찬정육주식회사,서울특별시 관악구 남현1길 58, (남현동),서울특별시 관악구 남현동  1062번지 15호  ,3200000-101-2001-11486,한식,보쌈,182.20,남현동,상수도전용
3200000,2020,0006,20200831,20201111,,,The낙원 양꼬치,서울특별시 관악구 남부순환로151길 78, 1층 (신림동),서울특별시 관악구 신림동  513번지 11호  ,3200000-101-2007-00364,한식,낙지요리,71.50,신사동,
3200000,2021,1   ,20211031,20211115,,,장가함흥냉면,서울특별시 관악구 조원로 132, 신림프라자 1층 5,6호 (신림동),서울특별시 관악구 신림동  504번지 6호  신림프라자,3200000-101-2010-00559,한식,,89.56,신사동,
3200000,2006,361 ,20060703,20060711,20070727,,올바른 숙성회,서울특별시 관악구 신림로23길 42, (신림동,(지상1층)),서울특별시 관악구 신림동  1533번지 13호  (지상1층),3200000-101-2004-00425,경양식,소고기스테이크,92.00,대학동,
3200000,2005,0306,20050614,20050630,20060208,,돼지한마당,서울특별시 관악구 봉천로 378, (봉천동),서울특별시 관악구 봉천동  931번지 22호  ,3200000-101-1995-06440,한식,뽕잎만두정식,83.69,은천동,상수도전용
3200000,2018,113 ,20080510,20181109,20211115,,돼지한마당,서울특별시 관악구 봉천로 378, (봉천동),서울특별시 관악구 봉천동  931번지 22호  ,3200000-101-1995-06440,한식,,83.69,은천동,상수도전용
